"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
1997-09-30,52426181,353876721,6.75,3103644000,None,2418547000,None,685097000,0,0,286970000,221301000,238255000,23188000,23188000,0.43,None,0,61821000,-63768000,2420000,473000,72236000,10226000,6.92,7.33,6.5,0.1315,0.0313,1.94,3.7,31.78,0,0,0.323,0.2207,0.0876,0.36,0.15,None
1997-06-30,52293258,352979491,6.75,2861300000,None,2201197000,None,660103000,0,0,288975000,253424000,238386000,20825000,20825000,0.39,None,0,66791000,168942000,-226181000,9552000,71763000,9276000,6.03,6.61,5.44,0.1299,0.0325,1.87,3.51,28.87,0,0,0.3839,0.2307,0.0831,0.39,0.16,None
1997-03-31,45445000,306753750,6.75,2110559000,None,1583495000,None,527064000,0,0,290195000,280850000,206450000,18142000,18142000,0.39,None,0,28882000,-240845000,172892000,-39071000,41762000,10210000,5.31,5.78,4.85,0.1312,0.0337,1.72,3.2,26.75,0,0,0.5329,0.2497,0.0804,0.42,0.06,None
1996-12-31,45360338,306182281,6.75,1908519000,None,1401249000,None,507270000,0,0,292089000,271502000,210509000,16086000,16086000,0.35,None,0,40697000,-88546000,59646000,11797000,80833000,10013000,5.46,5.87,5.04,0.1292,0.0324,1.66,3.43,None,0,0,0.5352,0.2658,0.0773,0.42,0.1,None
1996-09-30,45233000,305322750,6.75,1824868000,None,1340212000,None,484656000,0,0,295198000,291365000,196585000,15729000,15729000,0.34,None,0,32445000,52455000,-77260000,7640000,69036000,9149000,4.99,5.73,4.24,-0.1085,-0.0262,1.59,3.24,None,0,None,0.6012,0.2656,None,0.41,0.08,None
1996-06-30,45142000,304708500,6.75,1886570000,None,1418645000,None,467925000,0,0,296395000,306213000,196464000,15208000,15208000,0.33,None,0,57536000,104902000,-149935000,12503000,61396000,7470000,4.55,4.95,4.16,-0.1118,-0.0266,1.54,3.07,None,0,None,0.6544,0.248,None,0.39,0.16,None
1996-03-31,44963000,303500250,6.75,2004329000,None,1555080000,None,449249000,0,0,291449000,364307000,194710000,14661000,14661000,0.32,None,0,18222000,-143941000,114869000,-10850000,48893000,9525000,4.25,4.74,3.76,-0.1159,None,1.48,2.97,None,0,None,0.8109,0.2241,None,0.37,0.03,None
1995-12-31,44892683,303025610,6.75,1885299000,None,1451037000,None,434262000,0,0,300552000,381361000,200383000,-95406000,-95406000,-2.05,None,0,25866000,73257000,-122034000,-22911000,59743000,11476000,4.12,4.46,3.78,-0.1306,None,1.43,2.38,None,0,None,0.8782,0.2303,None,0.39,0.05,None
1995-09-30,44858000,302791500,6.75,2100567000,None,1575562000,None,525005000,0,0,515789000,375150000,176922000,13112000,13112000,0.29,None,0,32400000,-110224000,100228000,22404000,82654000,10854000,4.18,4.59,3.78,None,None,1.73,2.47,None,0,None,0.7146,0.2499,None,None,0.07,None
1995-06-30,44776000,302238000,6.75,1973301000,None,1461768000,None,511533000,0,0,519807000,398873000,173470000,11982000,11982000,0.28,None,0,6002000,-211445000,233678000,28235000,60250000,7120000,4,4.2,3.81,None,None,1.69,2.94,None,0,None,0.7798,0.2592,None,None,-0,None
1995-03-31,39325842,265449433,6.75,1337245000,None,974915000,None,362330000,0,0,152532000,139036000,152605000,10449000,10449000,0.26,None,0,24338000,75429000,-97435000,2332000,30626000,15589000,3.61,4.11,3.11,None,None,1.36,2.71,None,0,None,0.3837,0.271,None,None,0.03,None
1994-12-31,39174783,264429785,6.75,1418358000,None,1067555000,None,350803000,0,0,147686000,139864000,None,None,None,None,None,0,None,None,None,None,28294000,0,3.17,3.48,2.85,None,None,1.33,None,None,0,None,0.3987,0.2473,None,None,None,None
