"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
1998-05-30,258414318,258414318,1,7851489000,3419047000,4869586000,1600322000,2981903000,0,0,1967036000,2834031000,3032681000,90837000,90837000,0.35,0.34,0.1075,-9030000,-227293000,257156000,20833000,111801000,205129000,33.16,36.56,29.75,0.1201,0.0454,11.54,2.94,26.42,1.63,0.3154,0.9504,0.3798,0.0289,1.57,-0.83,2.1365
1998-02-28,258310018,258310018,1,7655346000,3378308000,4738882000,1770931000,2916464000,0,0,1967306000,2551418000,3190639000,119687000,119687000,0.46,None,0.11,202346000,-152985000,-41607000,7754000,90968000,132104000,30.51,34.38,26.63,0.1168,0.0443,11.29,2.79,36.54,1.52,0.3278,0.8748,0.381,0.0278,1.59,0.27,1.9076
1997-11-29,128911067,257822134,2,7278755000,3121555000,4461663000,1524619000,2817092000,0,0,1963317000,2569148000,2885666000,67894000,67894000,0.54,None,0.2,274141000,-122743000,-75624000,75774000,83214000,93932000,29,32.97,25.03,0.0794,0.0303,10.93,2.81,36.71,1.41,0.4831,0.912,0.387,0.0191,1.59,0.7,2.0474
1997-08-30,124710688,249421376,2,7096580000,2996047000,4524427000,1341277000,2572153000,0,0,1960637000,2814954000,2634200000,60613000,60613000,0.49,None,0.2,63508000,-427496000,367725000,3737000,7440000,132883000,24.84,27.19,22.5,0.0805,0.0302,10.31,2.41,32.9,1.31,0.5108,1.0944,0.3624,0.0187,1.62,-0.28,2.2337
1997-05-31,122948422,245896844,2,6513849000,2814061000,3979472000,1245973000,2534377000,0,0,1641931000,2388115000,2664600000,68241000,68241000,0.56,None,0.2,151604000,-99992000,-54951000,-3339000,3703000,111644000,22.63,24.69,20.56,0.0824,0.0311,10.31,2.24,33.78,1.21,0.5316,0.9423,0.3891,0.0183,1.7,0.16,2.2585
1997-03-01,122910205,245820410,2,6416981000,2771499000,3928296000,1172010000,2488685000,0,0,1644639000,2415652000,2657182000,10043000,10043000,0.08,None,0.2,103856000,104152000,-209680000,-1672000,7042000,34607000,20.22,21.63,18.81,0.078,0.0292,10.12,2.92,20.85,1.11,0.6167,0.9707,0.3878,0.0166,1.77,0.28,2.3647
1996-11-30,83929950,167859900,2,3346895000,1656694000,2183829000,533183000,1163066000,0,0,376891000,1536839000,1484641000,37409000,37409000,0.45,None,0.19,9566000,-148411000,138152000,-693000,8714000,120310000,18.07,20.44,15.69,0.1433,0.0532,6.93,2.66,19.22,1.01,0.3799,1.3214,0.3475,0.0283,1.88,-0.66,3.1072
1996-08-31,83909074,167818148,2,3102481000,1520467000,1960844000,464123000,1141637000,0,0,372323000,1382859000,1423076000,35209000,35209000,0.42,None,0.18,7214000,-174785000,167755000,184000,9407000,115790000,15.22,16.81,13.63,0.1424,0.0541,6.8,2.28,16.63,0.91,0.3805,1.2113,0.368,0.0282,1.92,-0.65,3.276
1996-06-01,83880828,167761656,2,2922525000,1470744000,1801092000,691833000,1121433000,0,0,340736000,995942000,1405302000,32716000,32716000,0.39,None,0.185,105658000,-109387000,9821000,6092000,9223000,100519000,15.72,17.13,14.31,0.1416,0.0551,6.68,2.39,16.55,0.82,0.3855,0.8881,0.3837,0.0279,1.98,0.03,2.1259
1996-03-02,83880661,167761322,2,2841995000,1465048000,1738376000,629999000,1103619000,0,0,338395000,994321000,1430981000,56994000,56994000,0.68,None,0.18,145544000,-134796000,-35890000,-25142000,3131000,108204000,16.13,17.13,15.13,0.1501,0.0594,6.58,2.55,17.44,0.73,0.3637,0.901,0.3883,0.0292,2.04,0.22,2.3255
1995-12-02,83758467,167516934,2,2791902000,1535077000,1732219000,687745000,1059683000,0,0,322282000,971253000,1331796000,32660000,32660000,0.39,None,0.17,-59077000,-106032000,180036000,14927000,28273000,83150000,14.81,16.31,13.31,0.1498,0.0601,6.33,2.37,16.64,0.64,0.367,0.9166,0.3796,0.0289,2.08,-0.85,2.232
1995-09-02,83758467,167516934,2,2566868000,1373826000,1520754000,475531000,1046114000,0,0,323361000,967808000,1328399000,30910000,30910000,0.37,None,0.17,-11223000,-45274000,60163000,3666000,13346000,61043000,13.32,14.5,12.13,0.1474,0.0619,6.24,2.17,15.4,0.56,0.3704,0.9251,0.4075,0.0291,2.12,-0.43,2.889
1995-06-03,83757967,167515934,2,2497564000,1359099000,1469873000,520377000,1027691000,0,0,284973000,871262000,1354841000,38383000,38383000,0.46,None,0.17,73373000,-46487000,-24354000,2532000,9680000,62723000,11.94,12.75,11.13,0.1469,0.0637,6.13,1.98,14.3,0.47,0.3691,0.8478,0.4115,0.0301,2.11,0.06,2.6118
1995-03-04,83806585,167613170,2,2472607000,1373220000,1460795000,577225000,1011812000,0,0,254012000,805984000,1353766000,53254000,53254000,0.63,None,0.17,59220000,-189961000,122749000,-7992000,7148000,62498000,12,13.19,10.81,0.1447,None,6.04,2.08,109.09,0.39,0.3705,0.7966,0.4092,0.0312,2.09,-0.02,2.379
1994-11-26,84291367,168582734,2,2123346000,1214826000,1151471000,418916000,971875000,0,0,134545000,663598000,1093811000,26928000,26928000,0.32,None,0.15,59756000,-27196000,-27340000,5220000,15140000,46937000,11,12,10,0.0173,None,5.76,1.94,None,0.3,3.0663,0.6828,0.4577,0.0041,1.98,0.08,2.8999
1994-08-27,84291367,168582734,2,2058450000,1168608000,1101553000,363653000,956897000,0,0,119904000,676193000,1035132000,27124000,27124000,0.32,None,0.15,16600000,-39658000,26523000,3465000,9920000,42865000,10.09,10.75,9.44,None,None,5.68,1.79,None,0.22,None,0.7067,0.4649,None,None,-0.16,3.2135
1994-05-28,85459065,170918130,2,2034604000,1159649000,1069332000,399901000,965272000,0,0,124920000,611349000,1051142000,33980000,33980000,0.4,None,0.15,54667000,-37688000,-27927000,-10948000,6455000,30365000,9.63,10.19,9.06,None,None,5.65,1.73,None,0.15,None,0.6333,0.4744,None,None,0.14,2.8998
1994-02-26,85620688,171241376,2,1989070000,1125425000,1034356000,362209000,954714000,0,0,126042000,613418000,878004000,-71416000,-71416000,-0.82,None,0.15,82113000,-70315000,1412000,13210000,17403000,30429000,8.66,9.69,7.63,None,None,5.58,1.42,None,0.07,None,0.6425,0.48,None,None,0.3,3.1071
1993-11-27,88081859,176163718,2,2054881000,1200848000,977257000,346252000,1077624000,0,0,140894000,557670000,None,None,None,None,None,0,None,None,None,None,7196000,0,8.26,8.88,7.63,None,None,6.12,None,None,0,None,0.5175,0.5244,None,None,None,3.4681
