"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
2013-06-30,465092299,465092299,1,116313000000,None,102617000000,None,13696000000,0,0,0,0,6044000000,889000000,889000000,1.91,1.9,0.35,1866000000,-2725000000,682000000,-208000000,2388000000,0,53.64,58.75,48.54,0.2209,0.0267,29.45,1.61,8.47,10.11,0.1907,0,0.1178,0.1326,0.2,4.01,None
2013-03-31,466225983,466225983,1,120538000000,None,105003000000,None,15535000000,0,0,0,0,6208000000,892000000,892000000,1.91,1.9,0.35,3832000000,-3085000000,-156000000,555000000,2596000000,0,51.3,54.44,48.17,0.1928,0.0232,33.32,1.5,8.4,9.76,0.214,0,0.1289,0.1174,0.2,8.22,None
2012-12-31,467739570,467739570,1,131094000000,None,115116000000,None,15978000000,0,0,0,0,6375000000,581000000,581000000,1.25,1.24,0.35,3501000000,-4453000000,164000000,-944000000,2041000000,0,51.09,54.93,47.25,0.1918,0.0226,34.16,1.5,8.49,9.41,0.2189,0,0.1219,0.113,0.2,7.48,None
2012-09-30,468906913,468906913,1,137840000000,None,121855000000,None,15985000000,0,0,0,0,6847000000,1017000000,1017000000,2.17,2.16,0.33,4206000000,-4441000000,1056000000,855000000,2985000000,0,45.61,50.24,40.97,0.1975,0.023,34.09,1.51,8.37,9.06,0.2183,0,0.116,0.1133,0.2,8.97,None
2012-06-30,468271629,468271629,1,122209000000,None,108030000000,None,14179000000,0,0,0,0,5902000000,483000000,483000000,1.04,1.03,0.33,3689000000,-3622000000,-176000000,-80000000,2130000000,0,42.36,46.58,38.14,0.1893,0.0218,30.28,1.45,8.44,8.73,0.2358,0,0.116,0.1061,0.21,7.88,None
2012-03-31,467628735,467628735,1,115552000000,None,101909000000,None,13643000000,0,0,0,0,6240000000,785000000,785000000,1.68,1.68,0.33,3556000000,-4436000000,901000000,-39000000,2210000000,0,46.31,50.33,42.3,0.1816,0.0208,29.17,1.6,11.08,8.4,0.2501,0,0.1181,0.1011,0.21,7.6,None
2011-12-31,467097921,467097921,1,117102000000,None,103596000000,None,13506000000,0,0,0,0,5979000000,545000000,545000000,1.17,1.15,0.33,3356000000,-3050000000,79000000,387000000,2249000000,0,40.36,47.98,32.74,0.1596,0.0179,28.91,1.48,10.24,8.07,0.2926,0,0.1153,0.0886,0.2,7.18,None
2011-09-30,466787688,466787688,1,114720000000,None,102006000000,None,12714000000,0,0,0,0,5987000000,744000000,744000000,1.6,1.59,0.3,3108000000,-2745000000,160000000,571000000,1862000000,0,39.38,47.5,31.25,0.1587,0.0175,27.24,1.54,10.34,7.74,0.3026,0,0.1108,0.0864,0.2,6.66,None
2011-06-30,467160513,467160513,1,106232000000,None,94251000000,None,11981000000,0,0,0,0,5088000000,280000000,280000000,0.6,0.6,0.3,2211000000,-3021000000,-4000000,-797000000,1291000000,0,50.77,57.39,44.15,0.1595,0.0177,25.65,2.15,11.43,7.44,0.3071,0,0.1128,0.0863,0.21,4.73,None
2011-03-31,467704769,467704769,1,101145000000,None,90122000000,None,11023000000,0,0,0,0,5117000000,395000000,395000000,0.84,0.84,0.3,2167000000,-2013000000,-171000000,-33000000,2088000000,0,53.77,59.54,48,0.1945,0.0215,23.57,2.29,10.86,7.14,0.2592,0,0.109,0.1012,0.21,4.63,None
2010-12-31,470207182,470207182,1,101039000000,None,89983000000,None,11056000000,0,0,0,0,5293000000,437000000,437000000,0.93,0.91,0.3,2120000000,-2352000000,-105000000,-313000000,2121000000,0,54.6,58.31,50.89,0.2275,0.025,23.51,2.31,11.95,6.84,0.2288,0,0.1094,0.1131,0.22,4.51,None
2010-09-30,471261454,471261454,1,97843000000,None,86710000000,None,11133000000,0,0,0,0,5394000000,690000000,690000000,1.47,1.46,0.28,1846000000,-1904000000,273000000,250000000,2434000000,0,47.72,53.88,41.55,0.2238,0.0241,23.62,2.24,12.3,6.54,0.244,0,0.1138,0.1077,0.22,3.92,None
2010-06-30,470819457,470819457,1,91239000000,None,81209000000,None,10030000000,0,0,0,0,4980000000,581000000,581000000,1.24,1.23,0.28,1745000000,-1207000000,16000000,573000000,2184000000,0,48.23,56.56,39.91,0.2074,0.0213,21.3,2.52,14.53,6.26,0.2871,0,0.1099,0.0955,0.22,3.71,None
2010-03-31,469563139,469563139,1,85178000000,None,76191000000,None,8987000000,0,0,0,0,5065000000,636000000,636000000,1.36,1.35,0.28,1278000000,-1969000000,-23000000,-712000000,1611000000,0,50.49,55.2,45.78,0.1977,0.0191,19.14,2.81,15.83,5.98,0.3355,0,0.1055,0.0845,0.23,2.72,None
2009-12-31,469135203,469135203,1,84106000000,None,75689000000,None,8417000000,0,0,0,0,4597000000,251000000,251000000,0.54,0.53,0.28,1758000000,-1589000000,353000000,519000000,2323000000,0,43.78,47.75,39.82,0.215,0.019,17.94,2.6,14.21,5.7,0.3501,0,0.1001,0.082,0.23,3.75,None
2009-09-30,467899237,467899237,1,82616000000,None,74734000000,None,7882000000,0,0,0,0,4526000000,363000000,363000000,0.78,0.77,0.28,1529000000,-1579000000,143000000,115000000,1804000000,0,36.12,44.07,28.17,0.2214,0.0186,16.85,2.66,14.33,5.42,0.35,0,0.0954,0.0805,0.23,3.27,None
2009-06-30,467525284,467525284,1,76041000000,None,69691000000,None,6350000000,0,0,0,0,4313000000,314000000,314000000,0.67,0.67,0.28,1225000000,-983000000,248000000,493000000,1689000000,0,27.49,37.73,17.25,0.1912,0.0159,13.58,2.47,9.65,5.14,0.4117,0,0.0835,0.0691,0.23,2.62,None
2009-03-31,467444323,467444323,1,71815000000,None,66616000000,None,5199000000,0,0,0,0,4818000000,569000000,569000000,1.22,1.22,0.28,1649000000,-1325000000,-45000000,255000000,1196000000,0,28.89,46.96,10.83,0.2057,0.0185,11.12,2.03,11.07,4.86,0.3478,0,0.0724,0.0789,0.23,3.53,None
2008-12-31,467507660,467507660,1,79331000000,None,72692000000,None,6639000000,0,0,0,0,4260000000,197000000,197000000,0.42,0.42,0.24,1317000000,-1048000000,109000000,427000000,941000000,0,45.2,60.73,29.68,0.1719,0.0171,14.2,3.24,15.22,4.58,0.3608,0,0.0837,0.0758,0.23,2.82,None
2008-09-30,466123374,466123374,1,70457000000,None,63957000000,None,6500000000,0,0,0,0,3691000000,100000000,100000000,0.21,0.21,0.24,1194000000,-1421000000,-651000000,-873000000,514000000,0,59.63,68,51.25,0.1839,0.0206,13.94,3.59,16.52,4.34,0.3055,0,0.0923,0.0883,0.23,2.56,None
2008-06-30,476212034,476212034,1,70552000000,None,62653000000,None,7899000000,0,0,0,0,4336000000,483000000,483000000,1.02,1,0.24,1258000000,-712000000,-52000000,479000000,1387000000,0,65.67,68.81,62.52,0.2115,0.0259,16.59,3.84,19.03,4.1,0.2432,0,0.112,0.1068,0.24,2.64,None
2008-03-31,475337623,475337623,1,72269000000,None,64135000000,None,8134000000,0,0,0,0,4267000000,474000000,474000000,0.99,0.98,0.24,1196000000,-1102000000,-789000000,-655000000,908000000,0,61.88,67,56.75,0.2016,0.0259,17.11,3.34,18.69,3.86,0.2447,0,0.1126,0.1064,0.24,2.52,None
2007-12-31,474754948,474754948,1,65805000000,None,57010000000,None,8795000000,0,0,0,0,4017000000,383000000,383000000,0.79,0.78,0.21,1314000000,-940000000,-145000000,235000000,1563000000,0,59.84,63.91,55.77,0.1927,0.0261,18.53,3.45,18.7,3.62,0.2389,0,0.1337,0.1062,0.25,2.77,None
2007-09-30,487814842,487814842,1,63576000000,None,55125000000,None,8451000000,0,0,0,0,3861000000,420000000,420000000,0.86,0.85,0.205,1013000000,-972000000,-135000000,-78000000,1328000000,0,53.81,57.44,50.19,0.1893,0.0259,17.32,3.21,17.47,3.41,0.2332,0,0.1329,0.1052,0.25,2.08,None
2007-06-30,488641617,488641617,1,60114000000,None,51924000000,None,8190000000,0,0,0,0,3764000000,415000000,415000000,0.85,0.84,0.205,1153000000,-454000000,-116000000,572000000,1406000000,0,50.5,54,47,0.1853,0.0256,16.76,2.91,16.56,3.2,0.2179,0,0.1362,0.1029,0.25,2.36,None
2007-03-31,489141458,489141458,1,61192000000,None,52703000000,None,8489000000,0,0,0,0,3751000000,416000000,416000000,0.85,0.84,0.185,1176000000,-1288000000,-259000000,-369000000,834000000,0,47.27,49.37,45.18,0.1903,0.0257,17.35,2.79,16.02,3,0.1955,0,0.1387,0.1029,0.25,2.4,None
2006-12-31,491875747,491875747,1,59805000000,None,51464000000,None,8341000000,0,0,0,0,3688000000,333000000,333000000,0.68,0.67,0.16,1153000000,-1173000000,-151000000,-175000000,1203000000,0,44.35,46.2,42.5,0.1907,0.0256,16.96,2.73,14.78,2.81,0.1836,0,0.1395,0.1015,0.25,2.34,None
2006-09-30,494503936,494503936,1,58353000000,None,50326000000,None,8027000000,0,0,0,0,3672000000,367000000,367000000,0.74,0.73,0.13,1065000000,-847000000,243000000,454000000,1378000000,0,44.24,46.85,41.63,0.1973,0.0265,16.23,3.06,13.96,2.65,0.1641,0,0.1376,0.1044,0.25,2.15,None
2006-06-30,496292534,496292534,1,57432000000,None,50263000000,None,7169000000,0,0,0,0,3697000000,408000000,408000000,0.82,0.81,0.13,1156000000,-949000000,-446000000,-231000000,924000000,0,46.84,49.29,44.4,0.2089,0.0282,14.45,3.08,15.51,2.52,0.1493,0,0.1248,0.1105,0.25,2.33,None
2006-03-31,498627326,498627326,1,56136000000,None,48560000000,None,7576000000,0,0,0,0,3559000000,375000000,375000000,0.75,0.74,0.13,1023000000,-1088000000,-80000000,-142000000,1155000000,0,47.06,49.4,44.72,0.1914,0.0268,15.19,2.96,16.12,2.39,0.1502,0,0.135,0.1065,0.25,2.05,None
2005-12-31,498172657,498172657,1,56361000000,None,48434000000,None,7927000000,0,0,0,0,3568000000,364000000,364000000,0.73,0.72,0.11,969000000,-1181000000,-342000000,-565000000,1297000000,0,47.02,49.65,44.38,0.1844,0.0259,15.91,2.94,15.57,2.26,0.1485,0,0.1406,0.1033,0.25,1.95,None
2005-09-30,500368501,500368501,1,57453000000,None,49447000000,None,8006000000,0,0,0,0,3669000000,455000000,455000000,0.91,0.9,0.11,1108000000,-968000000,300000000,434000000,1862000000,0,44.52,46.33,42.72,0.1932,0.0265,16,2.64,16.49,2.15,0.137,0,0.1393,0.1079,0.25,2.21,None
2005-06-30,501700209,501700209,1,57995000000,None,49536000000,None,8459000000,0,0,0,0,3567000000,336000000,336000000,0.67,0.66,0.11,1182000000,-669000000,-58000000,436000000,1428000000,0,39.83,44.15,35.5,0.1781,0.0243,16.86,2.57,15.62,2.04,0.1472,0,0.1459,0.0995,0.24,2.36,None
2005-03-31,501697425,501697425,1,57041000000,None,49265000000,None,7776000000,0,0,0,0,3559000000,328000000,328000000,0.65,0.64,0.11,1174000000,-3874000000,-96000000,-2821000000,992000000,0,38.64,40.42,36.86,0.1824,0.0237,15.5,2.56,15.33,1.93,0.1498,0,0.1363,0.0968,0.24,2.34,None
2004-12-31,501855101,501855101,1,59326000000,None,51753000000,None,7573000000,0,0,0,0,3447000000,418000000,418000000,0.83,0.82,0.09,956000000,1532000000,-98000000,2425000000,3813000000,0,37.3,40.74,33.85,0.1856,0.0239,15.09,2.6,20.27,1.82,0.1461,0,0.1277,0.0978,0.24,1.9,None
2004-09-30,505983948,505983948,1,52913000000,None,45666000000,None,7247000000,0,0,0,0,3321000000,301000000,301000000,0.59,0.58,0.095,1281000000,-867000000,-83000000,316000000,1388000000,0,39.48,41.97,37,0.141,0.0182,14.32,3.24,23.09,1.73,0.1569,0,0.137,0.0752,0.24,2.53,None
2004-06-30,507150988,507150988,1,52130000000,None,45951000000,None,6179000000,0,0,0,0,3233000000,265000000,265000000,0.52,0.51,0.095,1030000000,-1084000000,-27000000,-97000000,1072000000,0,40.66,42.6,38.73,0.1344,0.0173,12.18,2.96,24.2,1.64,0.1603,0,0.1185,0.0724,0.24,2.03,None
2004-03-31,508597571,508597571,1,53289000000,None,46296000000,None,6993000000,0,0,0,0,3280000000,315000000,315000000,0.62,0.61,0.095,1219000000,-999000000,-105000000,117000000,1169000000,0,38.06,41.5,34.62,0.1253,0.0173,13.75,2.93,25.04,1.54,0.1494,0,0.1312,0.0732,0.24,2.4,None
2003-12-31,510929955,510929955,1,50964000000,None,44318000000,None,6646000000,0,0,0,0,2848000000,73000000,73000000,0.15,0.14,0.01,783000000,-810000000,-127000000,-124000000,1052000000,0,34.52,36.91,32.13,0.114,0.0164,13.01,2.66,19.84,1.45,0.1485,0,0.1304,0.0695,0.24,1.53,None
2003-09-30,512829941,512829941,1,49236000000,None,42569000000,None,6667000000,0,0,0,0,2931000000,237000000,237000000,0.46,0.45,0.08,1020000000,-1600000000,-30000000,-559000000,1176000000,0,31.29,32.74,29.83,0.1314,0.0194,13,2.13,17.98,1.44,0.1584,0,0.1354,0.0806,0.24,1.99,None
2003-06-30,514033794,514033794,1,47830000000,None,40263000000,None,7567000000,0,0,0,0,2861000000,248000000,248000000,0.48,0.48,0.07,611000000,232000000,-90000000,750000000,1735000000,0,31.79,35.57,28,0.1346,0.0201,14.72,2.33,19.15,1.36,0.1468,0,0.1582,0.0825,0.24,1.19,None
2003-03-31,513370656,513370656,1,45341000000,None,38329000000,None,7012000000,0,0,0,0,2807000000,237000000,237000000,0.46,0.45,0.07,975000000,-1322000000,-51000000,-394000000,985000000,0,31.54,33.5,29.57,0.1381,0.02,13.66,2.54,20.35,1.29,0.1472,0,0.1547,0.0818,0.24,1.9,None
2002-12-31,514780662,514780662,1,45058000000,None,38664000000,None,6394000000,0,0,0,0,2666000000,186000000,186000000,0.37,0.36,0.06,603000000,-453000000,-86000000,88000000,1379000000,12000000,31.12,33.45,28.78,0.139,0.0196,12.42,2.63,20.75,1.22,0.1447,0,0.1419,0.08,0.25,1.15,None
2002-09-30,516178704,516178704,1,42893000000,None,36789000000,None,6104000000,0,0,0,0,2707000000,240000000,240000000,0.46,0.45,0.06,984000000,-403000000,-61000000,530000000,1291000000,1000000,28.27,32.3,24.24,0.1409,0.0199,11.83,2.51,20.05,1.16,0.1426,0,0.1423,0.08,0.25,1.9,None
2002-06-30,517227824,517227824,1,41941000000,None,36107000000,None,5834000000,0,0,0,0,2513000000,212000000,212000000,0.41,0.4,0.06,577000000,-353000000,-41000000,238000000,761000000,8000000,30.65,33.15,28.15,0.1358,0.0191,11.28,3,23.76,1.1,0.145,0,0.1391,0.0773,0.25,1.1,None
2002-03-31,518076334,518076334,1,37379000000,None,32082000000,None,5297000000,0,0,0,0,2371000000,183000000,183000000,0.35,0.34,0.05,874000000,-1065000000,-132000000,-329000000,523000000,4000000,26.41,29.72,23.1,0.1275,0.018,10.22,2.52,20.63,1.04,0.1505,0,0.1417,0.0725,0.25,1.68,None
2001-12-31,517610127,517610127,1,37860000000,None,32435000000,None,5425000000,0,0,0,0,2383000000,163000000,163000000,0.31,0.31,0.05,640000000,-497000000,-46000000,25000000,852000000,-33000000,26.44,29.3,23.58,0.127,0.0178,10.48,2.48,20.82,0.99,0.1468,0,0.1433,0.0716,0.25,1.3,None
2001-09-30,522171666,522171666,1,40050000000,None,34491000000,None,5559000000,0,0,0,0,2446000000,193000000,193000000,0.37,0.36,0.05,816000000,-551000000,-199000000,91000000,827000000,14000000,27.8,32.6,23,0.132,0.018,10.65,2.68,22.98,0.94,0.1393,0,0.1388,0.0711,0.25,1.54,None
2001-06-30,524716745,524716745,1,38793000000,None,33357000000,None,5436000000,0,0,0,0,2348000000,153000000,153000000,0.29,0.28,0.05,112000000,-876000000,375000000,-339000000,736000000,48000000,31.02,35.24,26.8,0.1357,0.0174,10.36,3.13,23.86,0.89,0.1402,0,0.1401,0.0678,0.26,0.12,None
2001-03-31,525812832,525812832,1,37641000000,None,32423000000,None,5218000000,0,0,0,0,2421000000,178000000,178000000,0.34,0.33,0.043,1281000000,-549000000,-172000000,466000000,1075000000,16000000,29.74,36.1,23.38,0.156,0.0187,9.92,3.35,23.7,0.84,0.1253,0,0.1386,0.0728,0.26,2.41,None
2000-12-31,528367118,528367118,1,37232000000,None,32538000000,None,4694000000,0,0,0,0,2489000000,166000000,166000000,0.32,0.3,0.04,670000000,-1019000000,182000000,-199000000,609000000,12000000,33.33,37.47,29.19,0.1614,0.0182,8.88,4.31,29.24,0.79,0.1254,0,0.1261,0.0707,0.26,1.25,None
2000-09-30,265232935,530465870,2,37904000000,None,33800000000,None,4104000000,0,0,0,0,2475000000,163000000,163000000,0.61,0.6,0.085,935000000,-841000000,-222000000,-159000000,808000000,3000000,28.14,33.75,22.53,0.1536,0.0165,7.74,3.58,25.58,0.75,0.1343,0,0.1083,0.0648,0.25,1.76,None
2000-06-30,265175340,530350680,2,38794000000,None,34633000000,None,4161000000,0,0,0,0,2358000000,202000000,202000000,0.76,0.74,0.085,737000000,-443000000,-38000000,275000000,967000000,10000000,24.42,26.97,21.88,0.152,0.0162,7.85,3.19,25.31,0.71,0.1343,0,0.1073,0.0647,0.25,1.37,None
2000-03-31,265441553,530883106,2,37391000000,None,33324000000,None,4067000000,0,0,0,0,2398000000,156000000,156000000,0.59,0.57,0.075,941000000,-756000000,-90000000,76000000,692000000,1000000,20.18,23.57,16.78,0.1383,0.015,7.66,2.76,19.5,0.67,0.1476,0,0.1088,0.0591,0.25,1.77,None
1999-12-31,265087239,530174478,2,37041000000,None,33173000000,None,3868000000,0,0,0,0,2364000000,101000000,101000000,0.38,0.37,0.07,663000000,-505000000,-110000000,82000000,616000000,-1000000,24.04,27.13,20.94,0.1508,0.0169,7.3,3.39,22.68,0.63,0.1328,0,0.1044,0.0661,0.26,1.25,None
1999-09-30,266118105,532236210,2,35225000000,None,31453000000,None,3772000000,0,0,0,0,2196000000,144000000,144000000,0.54,0.52,0.075,883000000,-686000000,-80000000,156000000,534000000,6000000,22.55,24.69,20.41,0.1558,0.0181,7.09,3.28,22.66,0.6,0.1249,0,0.1071,0.0713,0.25,1.65,None
1999-06-30,265850806,531701612,2,31602000000,None,27951000000,None,3651000000,0,0,0,0,2032000000,130000000,130000000,0.49,0.47,0.075,566000000,-769000000,316000000,109000000,378000000,6000000,25.31,28.38,22.25,0.1481,0.018,6.87,3.51,26.78,0.56,0.1283,0,0.1155,0.0712,0.25,1.05,None
1999-03-31,267201404,534402808,2,31349000000,None,27490000000,None,3859000000,0,0,0,0,2048000000,196000000,196000000,0.74,0.71,0.065,695000000,-778000000,-13000000,-105000000,269000000,3000000,23.38,27.25,19.5,0.1419,0.0178,7.22,3.31,26.57,0.52,0.13,0,0.1231,0.0707,0.25,1.29,None
1998-12-31,266461648,532923296,2,31183000000,None,27413000000,None,3770000000,0,0,0,0,1943927000,116349000,116349000,0.45,0.42,0.06,655413000,-615221000,2679000,83497000,374000000,14071000,17.7,22.66,12.75,0.1359,0.0172,7.07,2.63,20.34,0.49,0.1357,0,0.1209,0.0686,0.25,1.2,None
1998-09-30,265283460,530566920,2,28366449000,None,24795182000,None,3571267000,0,0,0,0,1699546000,107569000,107569000,0.4,0.39,0.065,722729000,-671042000,-119697000,-54202000,290178000,12498000,15.84,19.13,12.56,0.1334,0.0167,6.73,2.39,18.75,0.46,0.1389,0,0.1259,0.0676,0.25,1.34,None
1998-06-30,266965040,533930080,2,26306741000,None,22771559000,None,3535182000,0,0,0,0,1703501000,102680000,102680000,0.38,0.37,0.065,491120000,-261998000,-9526000,198985000,344380000,7169000,16,17.25,14.75,0.1378,0.0161,6.62,2.48,13.39,0.43,0.1388,0,0.1344,0.0651,0.25,0.91,None
1998-03-31,267696238,535392476,2,27528228000,None,24074531000,None,3453697000,0,0,0,0,1757026000,160402000,160402000,0.6,0.58,0.058,620738000,-696739000,-14456000,-90280000,145395000,6262000,14.08,16.81,11.35,0.2127,0.0224,6.45,2.19,13.22,0.39,0.094,0,0.1255,0.0898,0.25,1.15,None
1997-12-31,133571707,534286828,4,29454005000,None,26023533000,None,3430472000,0,0,0,0,1744852000,95994000,95994000,0.8,None,0.11,640933000,-586084000,-15042000,24714000,235675000,3582000,12.57,14.08,11.06,0.2096,0.0201,6.42,2.45,11.45,0.37,0.1021,0,0.1165,0.0807,0.25,1.19,None
1997-09-30,135764644,543058576,4,29808634000,None,27014859000,None,2793775000,0,0,60933000,0,1789620000,96079000,96079000,0.68,None,0.115,716889000,-538120000,-175731000,1866000,1866000,2031000,13.3,14.47,12.13,0.2526,0.0222,5.14,2.75,12.29,0.34,0.0942,0,0.0937,0.0846,0.26,1.32,None
1997-06-30,136955752,547823008,4,30190120000,None,27545819000,None,2644301000,0,0,60933000,0,2008687000,302793000,302793000,2.14,None,0.115,627995000,-617369000,-22041000,-9698000,None,1292000,11.22,12.85,9.6,0.2703,0.0228,4.83,2.67,16.14,0.31,0.0926,0,0.0876,0.0837,0.27,1.14,None
