"Quarter end","Shares","Shares split adjusted","Split factor","Assets","Current Assets","Liabilities","Current Liabilities","Shareholders equity","Non-controlling interest","Preferred equity","Goodwill & intangibles","Long-term debt","Revenue","Earnings","Earnings available for common stockholders","EPS basic","EPS diluted","Dividend per share","Cash from operating activities","Cash from investing activities","Cash from financing activities","Cash change during period","Cash at end of period","Capital expenditures","Price","Price high","Price low","ROE","ROA","Book value of equity per share","P/B ratio","P/E ratio","Cumulative dividends per share","Dividend payout ratio","Long-term debt to equity ratio","Equity to assets ratio","Net margin","Asset turnover","Free cash flow per share","Current ratio"
1997-09-30,37938688,303509504,8,195229000,136229000,39468000,38928000,155761000,0,0,0,0,105551000,11334000,11334000,0.3,None,0,7195000,-5229000,-1947000,19000,303000,5175000,6.84,7.56,6.13,0.2753,0.2201,0.51,14.25,57.6,0.01,0.0197,0,0.7978,0.1046,2.1,0.01,3.4995
1997-06-30,37938688,303509504,8,180688000,124495000,36259000,35719000,144429000,0,0,0,0,98232000,10479000,10479000,0.28,None,0,3516000,-2881000,-601000,34000,284000,2849000,5.23,6.63,3.84,0.2749,0.2211,0.48,11.89,47.01,0.01,0.0211,0,0.7993,0.1059,2.09,0,3.4854
1997-03-31,37938688,303509504,8,173055000,117952000,39110000,38570000,133945000,0,0,0,0,87095000,8765000,8765000,0.23,None,0,5158000,-8939000,3605000,-176000,250000,8844000,5.11,6.24,3.97,0.2781,0.2248,0.44,12.17,47.53,0.01,0.0224,0,0.774,0.1087,2.07,-0.01,3.0581
1996-12-31,37938688,303509504,8,151545000,103455000,25578000,25038000,125967000,0,0,0,0,77568000,7969000,7969000,0.21,None,0.02,4426000,-4766000,-144000,-484000,426000,5026000,5.76,6.22,5.3,0.2865,0.2363,0.42,14.77,54.86,0.01,0.0233,0,0.8312,0.1131,2.09,-0,4.1319
1996-09-30,37938688,303509504,8,144157000,99184000,26140000,26140000,118017000,0,0,0,0,76212000,8692000,8692000,0.23,None,0,2062000,-5206000,3204000,60000,910000,5211000,5.31,6.25,4.38,0.3009,0.2501,0.39,14.75,53.1,0,0.0239,0,0.8187,0.1186,2.11,-0.01,3.7943
1996-06-30,37938688,303509504,8,133913000,92042000,24602000,24602000,109311000,0,0,0,0,70850000,8445000,8445000,0.22,None,0,-579000,-12320000,5562000,-7337000,850000,8745000,5.08,5.88,4.28,0.3112,0.2619,0.36,15.39,53.47,0,0.0249,0,0.8163,0.122,2.15,-0.03,3.7412
1996-03-31,37938688,303509504,8,121120000,89794000,20119000,20119000,101001000,0,0,0,0,63061000,7433000,7433000,0.2,None,0,6569000,-4206000,-759000,1604000,8187000,4218000,4.45,5.31,3.59,0.3176,None,0.33,14.35,49.44,0,0.0264,0,0.8339,0.1226,2.19,0.01,4.4631
1995-12-31,37938688,303509504,8,109320000,81097000,14997000,14997000,94323000,0,0,0,0,57996000,7221000,7221000,0.19,None,0.02,7320000,-3312000,0,4008000,6583000,3595000,4.79,5.38,4.19,0.3281,None,0.31,16.52,None,0,0.0277,0,0.8628,0.1232,2.25,0.01,5.4075
1995-09-30,37938688,303509504,8,101265000,74817000,14107000,14107000,87158000,0,0,0,0,57993000,7386000,7386000,0.19,None,0,8514000,-3540000,-2600000,2374000,2575000,3527000,4.06,4.75,3.38,None,None,0.29,15.62,None,0,None,0,0.8607,None,None,0.02,5.3035
1995-06-30,37938688,303509504,8,96112000,72094000,16375000,16375000,79737000,0,0,0,0,55475000,6720000,6720000,0.18,None,0,-1811000,-1689000,2600000,-900000,201000,3419000,3.34,3.81,2.88,None,None,0.26,13.92,None,0,None,0,0.8296,None,None,-0.02,4.4027
1995-03-31,37938688,303509504,8,89527000,66013000,16555000,16555000,72972000,0,0,0,0,51091000,6084000,6084000,0.16,None,0,922000,-2195000,-759000,-2032000,1101000,4368000,2.84,3.2,2.48,None,None,0.24,12.91,None,0,None,0,0.8151,None,None,-0.01,3.9875
1994-12-31,18969344,303509504,16,81795000,59487000,14146000,14146000,67649000,0,0,0,0,None,None,None,None,None,0,None,None,None,None,3133000,0,2.63,2.92,2.33,None,None,0.22,None,None,0,None,0,0.8271,None,None,None,4.2052
